,Absences,GPA,Activity,age,education,occupation,sex,income
3979,,,,48.0,Masters,Sales,Male,<=50K
3981,,,,29.0,HS-grad,Machine-op-inspct,Male,<=50K
3982,,,,50.0,Bachelors,Prof-specialty,Female,<=50K
3983,,,,64.0,10th,Exec-managerial,Male,>50K
3984,,,,49.0,9th,Other-service,Male,<=50K
3985,,,,20.0,HS-grad,Other-service,Male,<=50K
3986,,,,30.0,HS-grad,Adm-clerical,Female,<=50K
3987,,,,37.0,Bachelors,Other-service,Male,<=50K
3988,,,,52.0,HS-grad,Machine-op-inspct,Male,>50K
3989,,,,22.0,Some-college,Protective-serv,Male,<=50K
3991,,,,19.0,Some-college,Adm-clerical,Male,<=50K
3992,,,,52.0,HS-grad,Craft-repair,Male,>50K
3993,,,,42.0,Bachelors,Tech-support,Female,<=50K
3994,,,,35.0,HS-grad,Exec-managerial,Female,<=50K
3995,,,,27.0,Some-college,Adm-clerical,Female,<=50K
3996,,,,54.0,HS-grad,Other-service,Female,<=50K
3997,,,,37.0,HS-grad,Craft-repair,Male,<=50K
3998,,,,37.0,10th,Transport-moving,Male,<=50K
3999,,,,28.0,7th-8th,Craft-repair,Male,<=50K
4000,,,,63.0,Bachelors,Sales,Male,<=50K
4001,,,,19.0,HS-grad,Machine-op-inspct,Male,<=50K
4002,,,,28.0,Bachelors,Sales,Female,<=50K
4004,,,,44.0,Prof-school,Prof-specialty,Female,>50K
4005,,,,31.0,Some-college,Craft-repair,Male,>50K
4006,,,,35.0,Bachelors,Sales,Male,>50K
4007,,,,64.0,HS-grad,Priv-house-serv,Female,<=50K
4008,,,,40.0,HS-grad,Handlers-cleaners,Male,>50K
4009,,,,59.0,Assoc-acdm,Prof-specialty,Female,<=50K
4010,,,,22.0,Some-college,Adm-clerical,Female,<=50K
4011,,,,40.0,Some-college,Sales,Female,<=50K
4012,,,,35.0,7th-8th,Handlers-cleaners,Male,<=50K
4013,,,,20.0,Some-college,Adm-clerical,Female,<=50K
4014,,,,35.0,HS-grad,Protective-serv,Male,<=50K
4015,,,,28.0,Some-college,Exec-managerial,Male,<=50K
4016,,,,28.0,HS-grad,Machine-op-inspct,Male,<=50K
4019,,,,25.0,Assoc-acdm,Sales,Male,<=50K
4020,,,,37.0,HS-grad,Adm-clerical,Female,<=50K
4022,,,,31.0,Assoc-voc,Sales,Female,<=50K
4023,,,,41.0,HS-grad,Adm-clerical,Female,<=50K
4024,,,,31.0,10th,Tech-support,Male,>50K
4025,,,,44.0,HS-grad,Craft-repair,Male,<=50K
4026,,,,20.0,Some-college,Exec-managerial,Male,<=50K
4027,,,,57.0,Some-college,Farming-fishing,Male,<=50K
4028,,,,26.0,HS-grad,Other-service,Female,<=50K
4029,,,,44.0,HS-grad,Exec-managerial,Male,<=50K
4030,,,,29.0,HS-grad,Protective-serv,Male,<=50K
4031,,,,36.0,HS-grad,Prof-specialty,Male,>50K
4032,,,,40.0,Assoc-voc,Craft-repair,Male,>50K
4033,,,,21.0,Assoc-acdm,Other-service,Male,<=50K
4034,,,,21.0,Some-college,Craft-repair,Male,<=50K
4035,,,,34.0,Prof-school,Prof-specialty,Male,>50K
4036,,,,24.0,Bachelors,Exec-managerial,Female,<=50K
4037,,,,28.0,10th,Other-service,Female,<=50K
4038,,,,35.0,HS-grad,Transport-moving,Male,<=50K
4039,,,,35.0,HS-grad,Craft-repair,Male,<=50K
4040,,,,38.0,Bachelors,Exec-managerial,Female,<=50K
4041,,,,44.0,HS-grad,Adm-clerical,Female,<=50K
4042,,,,39.0,Bachelors,Handlers-cleaners,Female,>50K
4043,,,,57.0,HS-grad,Other-service,Female,<=50K
4044,,,,19.0,Some-college,Sales,Female,<=50K
4045,,,,29.0,Assoc-voc,Machine-op-inspct,Male,<=50K
4046,,,,23.0,HS-grad,Machine-op-inspct,Male,<=50K
4047,,,,50.0,HS-grad,Other-service,Female,<=50K
4048,,,,51.0,Some-college,Craft-repair,Male,<=50K
4049,,,,28.0,Assoc-voc,Craft-repair,Male,<=50K
4050,,,,44.0,Bachelors,Sales,Male,<=50K
4051,,,,29.0,Bachelors,Prof-specialty,Male,<=50K
4052,,,,31.0,HS-grad,Transport-moving,Male,<=50K
4053,,,,27.0,Bachelors,Craft-repair,Male,>50K
4054,,,,34.0,Bachelors,Exec-managerial,Male,<=50K
4055,,,,50.0,Prof-school,Prof-specialty,Male,>50K
4056,,,,27.0,Some-college,Handlers-cleaners,Male,>50K
4057,,,,31.0,Assoc-voc,Adm-clerical,Female,<=50K
4058,,,,46.0,Assoc-acdm,Craft-repair,Male,>50K
4059,,,,39.0,Some-college,Adm-clerical,Female,<=50K
4060,,,,40.0,Bachelors,Sales,Male,>50K
4061,,,,28.0,11th,Sales,Male,<=50K
4062,,,,18.0,HS-grad,Sales,Female,<=50K
4063,,,,51.0,HS-grad,Adm-clerical,Female,<=50K
4064,,,,58.0,HS-grad,Sales,Male,<=50K
4065,,,,66.0,HS-grad,Sales,Male,<=50K
4066,,,,36.0,HS-grad,Other-service,Female,<=50K
4067,,,,38.0,11th,Handlers-cleaners,Female,<=50K
4068,,,,25.0,Assoc-acdm,Exec-managerial,Male,<=50K
4069,,,,25.0,HS-grad,Other-service,Female,<=50K
4070,,,,90.0,11th,Handlers-cleaners,Male,<=50K
4071,,,,41.0,Some-college,Adm-clerical,Female,<=50K
4073,,,,33.0,Bachelors,Prof-specialty,Female,<=50K
4074,,,,33.0,HS-grad,Adm-clerical,Female,<=50K
4075,,,,35.0,Bachelors,Exec-managerial,Male,>50K
4076,,,,39.0,HS-grad,Craft-repair,Female,<=50K
4077,,,,59.0,HS-grad,Sales,Male,<=50K
4078,,,,19.0,Some-college,Tech-support,Male,<=50K
4079,,,,39.0,HS-grad,Sales,Male,<=50K
4081,,,,27.0,HS-grad,Handlers-cleaners,Female,<=50K
4082,,,,52.0,7th-8th,Craft-repair,Male,<=50K
4083,,,,59.0,HS-grad,Other-service,Female,<=50K
4084,,,,28.0,Some-college,Craft-repair,Female,<=50K
4085,,,,37.0,HS-grad,Other-service,Female,<=50K
4087,,,,36.0,Bachelors,Exec-managerial,Male,>50K
4088,,,,34.0,Bachelors,Prof-specialty,Male,>50K
4089,,,,23.0,Some-college,Adm-clerical,Male,<=50K
4091,,,,33.0,HS-grad,Craft-repair,Male,<=50K
4092,,,,27.0,Masters,Prof-specialty,Male,<=50K
4093,,,,31.0,Masters,Prof-specialty,Male,<=50K
4094,,,,21.0,10th,Machine-op-inspct,Male,<=50K
4095,,,,31.0,HS-grad,Exec-managerial,Male,<=50K
4096,,,,59.0,HS-grad,Handlers-cleaners,Male,>50K
4097,,,,40.0,Masters,Prof-specialty,Male,>50K
4098,,,,19.0,11th,Handlers-cleaners,Male,<=50K
4099,,,,47.0,HS-grad,Transport-moving,Male,<=50K
4100,,,,34.0,Bachelors,Craft-repair,Male,<=50K
4101,,,,57.0,HS-grad,Other-service,Male,<=50K
4102,,,,51.0,9th,Transport-moving,Male,<=50K
4103,,,,21.0,Some-college,Handlers-cleaners,Male,<=50K
4104,,,,30.0,Some-college,Sales,Male,<=50K
4105,,,,46.0,Some-college,Handlers-cleaners,Male,<=50K
4106,,,,40.0,Bachelors,Sales,Female,<=50K
4107,,,,52.0,Preschool,Other-service,Male,<=50K
4108,,,,23.0,Bachelors,Sales,Male,<=50K
4110,,,,25.0,HS-grad,Adm-clerical,Female,<=50K
4111,,,,43.0,Some-college,Transport-moving,Male,<=50K
4112,,,,38.0,Some-college,Protective-serv,Female,>50K
4113,,,,22.0,Assoc-voc,Other-service,Female,<=50K
4114,,,,33.0,Bachelors,Adm-clerical,Female,<=50K
4115,,,,34.0,Some-college,Prof-specialty,Male,>50K
4116,,,,65.0,Assoc-voc,Transport-moving,Male,<=50K
4117,,,,50.0,HS-grad,Tech-support,Male,<=50K
4118,,,,29.0,Bachelors,Sales,Male,<=50K
4119,,,,25.0,HS-grad,Transport-moving,Male,<=50K
4120,,,,54.0,Some-college,Adm-clerical,Female,<=50K
4121,,,,49.0,HS-grad,Adm-clerical,Male,>50K
4122,,,,44.0,Some-college,Machine-op-inspct,Male,<=50K
4123,,,,24.0,9th,Other-service,Female,<=50K
4124,,,,25.0,Bachelors,Sales,Male,<=50K
4125,,,,65.0,HS-grad,Transport-moving,Male,<=50K
4126,,,,56.0,HS-grad,Exec-managerial,Male,<=50K
4127,,,,39.0,Prof-school,Prof-specialty,Male,>50K
4128,,,,23.0,Bachelors,Prof-specialty,Female,<=50K
4129,,,,20.0,Some-college,Other-service,Female,<=50K
4130,,,,24.0,5th-6th,Craft-repair,Male,<=50K
4131,,,,41.0,Some-college,Exec-managerial,Male,>50K
4132,,,,40.0,Some-college,Farming-fishing,Male,<=50K
4133,,,,55.0,HS-grad,Craft-repair,Male,>50K
4134,,,,38.0,HS-grad,Adm-clerical,Female,<=50K
4135,,,,23.0,HS-grad,Adm-clerical,Female,<=50K
4136,,,,44.0,Bachelors,Exec-managerial,Male,<=50K
4137,,,,45.0,Some-college,Craft-repair,Male,>50K
4138,,,,20.0,Some-college,Adm-clerical,Female,<=50K
4139,,,,29.0,HS-grad,Other-service,Male,<=50K
4140,,,,43.0,HS-grad,Protective-serv,Male,<=50K
4141,,,,30.0,12th,Machine-op-inspct,Male,<=50K
4142,,,,28.0,Some-college,Adm-clerical,Female,<=50K
4143,,,,31.0,HS-grad,Exec-managerial,Male,>50K
4144,,,,52.0,HS-grad,Craft-repair,Female,<=50K
4145,,,,36.0,Bachelors,Prof-specialty,Female,>50K
4146,,,,38.0,HS-grad,Craft-repair,Male,<=50K
4148,,,,63.0,Assoc-voc,Farming-fishing,Male,<=50K
4149,,,,21.0,Some-college,Other-service,Male,<=50K
4150,,,,33.0,HS-grad,Adm-clerical,Male,<=50K
4151,,,,46.0,Some-college,Prof-specialty,Female,<=50K
4153,,,,47.0,Bachelors,Sales,Male,<=50K
4154,,,,33.0,Doctorate,Prof-specialty,Male,>50K
4156,,,,20.0,Some-college,Adm-clerical,Female,<=50K
4157,,,,28.0,HS-grad,Handlers-cleaners,Male,<=50K
4158,,,,46.0,HS-grad,Priv-house-serv,Female,<=50K
4159,,,,25.0,Some-college,Sales,Male,<=50K
4160,,,,37.0,HS-grad,Craft-repair,Male,<=50K
4161,,,,31.0,9th,Craft-repair,Male,<=50K
4162,,,,49.0,HS-grad,Craft-repair,Male,<=50K
4163,,,,22.0,Some-college,Tech-support,Male,<=50K
4164,,,,52.0,Assoc-voc,Other-service,Female,>50K
4165,,,,29.0,Assoc-acdm,Exec-managerial,Female,<=50K
4166,,,,18.0,11th,Other-service,Female,<=50K
4167,,,,31.0,Some-college,Exec-managerial,Male,<=50K
4168,,,,23.0,Some-college,Other-service,Female,<=50K
4170,,,,54.0,10th,Sales,Male,<=50K
4171,,,,50.0,HS-grad,Other-service,Female,<=50K
4172,,,,46.0,Masters,Tech-support,Male,>50K
4173,,,,24.0,Bachelors,Farming-fishing,Female,<=50K
4175,,,,49.0,HS-grad,Other-service,Male,<=50K
4176,,,,54.0,HS-grad,Craft-repair,Male,>50K
4177,,,,41.0,Bachelors,Exec-managerial,Male,>50K
4178,,,,49.0,HS-grad,Adm-clerical,Male,<=50K
4179,,,,36.0,Bachelors,Prof-specialty,Female,<=50K
4180,,,,23.0,HS-grad,Transport-moving,Male,<=50K
4181,,,,63.0,Some-college,Other-service,Female,<=50K
4182,,,,67.0,HS-grad,Sales,Male,>50K
4183,,,,23.0,HS-grad,Craft-repair,Male,<=50K
4184,,,,22.0,Bachelors,Prof-specialty,Male,<=50K
4185,,,,66.0,Assoc-voc,Adm-clerical,Male,<=50K
4186,,,,25.0,11th,Craft-repair,Male,<=50K
4187,,,,30.0,Some-college,Machine-op-inspct,Female,<=50K
4188,,,,35.0,HS-grad,Transport-moving,Male,<=50K
4189,,,,67.0,7th-8th,Exec-managerial,Male,<=50K
4190,,,,30.0,12th,Craft-repair,Male,<=50K
4191,,,,26.0,Some-college,Machine-op-inspct,Female,<=50K
4192,,,,34.0,HS-grad,Machine-op-inspct,Male,<=50K
4193,,,,21.0,Some-college,Sales,Male,<=50K
4194,,,,18.0,12th,Craft-repair,Male,<=50K
4195,,,,21.0,HS-grad,Craft-repair,Male,<=50K
4196,,,,76.0,9th,Prof-specialty,Male,<=50K
4197,,,,51.0,Some-college,Protective-serv,Male,<=50K
4198,,,,26.0,HS-grad,Machine-op-inspct,Female,<=50K
4199,,,,18.0,12th,Other-service,Female,<=50K
4201,,,,34.0,Assoc-voc,Machine-op-inspct,Male,<=50K
4202,,,,59.0,HS-grad,Exec-managerial,Female,<=50K
4203,,,,55.0,Bachelors,Exec-managerial,Male,>50K
4204,,,,33.0,Some-college,Farming-fishing,Male,<=50K
4205,,,,25.0,HS-grad,Other-service,Female,<=50K
4206,,,,48.0,HS-grad,Machine-op-inspct,Female,<=50K
4207,,,,64.0,Bachelors,Sales,Female,<=50K
4208,,,,47.0,Masters,Prof-specialty,Female,>50K
4209,,,,26.0,Some-college,Tech-support,Female,<=50K
4210,,,,36.0,Assoc-acdm,Prof-specialty,Male,>50K
4211,,,,21.0,HS-grad,Farming-fishing,Male,<=50K
4213,,,,30.0,HS-grad,Machine-op-inspct,Male,<=50K
4214,,,,41.0,HS-grad,Craft-repair,Male,<=50K
4216,,,,34.0,Some-college,Sales,Male,<=50K
4218,,,,24.0,10th,Sales,Male,<=50K
4219,,,,26.0,Bachelors,Prof-specialty,Female,<=50K
4220,,,,25.0,HS-grad,Adm-clerical,Female,<=50K
4221,,,,35.0,Some-college,Sales,Female,<=50K
4222,,,,41.0,Some-college,Craft-repair,Male,>50K
4223,,,,33.0,11th,Craft-repair,Male,<=50K
4224,,,,18.0,Some-college,Other-service,Female,<=50K
4225,,,,27.0,HS-grad,Adm-clerical,Male,<=50K
4226,,,,32.0,HS-grad,Other-service,Female,<=50K
4227,,,,51.0,HS-grad,Other-service,Male,<=50K
4228,,,,38.0,Assoc-voc,Adm-clerical,Female,<=50K
4229,,,,41.0,Some-college,Transport-moving,Female,<=50K
4230,,,,26.0,Some-college,Craft-repair,Male,<=50K
4231,,,,38.0,Assoc-voc,Exec-managerial,Male,<=50K
4232,,,,54.0,9th,Exec-managerial,Male,>50K
4233,,,,30.0,Bachelors,Prof-specialty,Female,<=50K
4234,,,,31.0,Some-college,Exec-managerial,Female,<=50K
4235,,,,26.0,Bachelors,Prof-specialty,Male,<=50K
4236,,,,75.0,Doctorate,Prof-specialty,Male,<=50K
4237,,,,29.0,Masters,Transport-moving,Male,<=50K
4238,,,,61.0,HS-grad,Exec-managerial,Male,>50K
4239,,,,24.0,Some-college,Sales,Female,<=50K
4241,,,,34.0,Assoc-acdm,Prof-specialty,Male,<=50K
4242,,,,42.0,Some-college,Craft-repair,Male,<=50K
4243,,,,24.0,11th,Craft-repair,Male,<=50K
4244,,,,42.0,Assoc-acdm,Sales,Male,<=50K
4245,,,,27.0,HS-grad,Craft-repair,Male,<=50K
4246,,,,39.0,Bachelors,Prof-specialty,Female,>50K
4247,,,,20.0,HS-grad,Handlers-cleaners,Male,<=50K
4248,,,,51.0,11th,Other-service,Female,<=50K
4249,,,,68.0,Bachelors,Sales,Male,<=50K
4250,,,,28.0,HS-grad,Machine-op-inspct,Male,<=50K
4251,,,,43.0,HS-grad,Tech-support,Female,<=50K
4252,,,,35.0,Some-college,Craft-repair,Male,<=50K
4253,,,,44.0,HS-grad,Adm-clerical,Female,<=50K
4254,,,,41.0,Bachelors,Handlers-cleaners,Male,<=50K
4255,,,,44.0,HS-grad,Tech-support,Male,>50K
4256,,,,20.0,HS-grad,Adm-clerical,Female,<=50K
4257,,,,46.0,HS-grad,Craft-repair,Male,>50K
4258,,,,27.0,Assoc-acdm,Transport-moving,Male,>50K
4259,,,,32.0,Some-college,Other-service,Male,<=50K
4260,,,,46.0,Some-college,Sales,Male,<=50K
4261,,,,26.0,HS-grad,Other-service,Male,<=50K
4262,,,,20.0,Some-college,Adm-clerical,Female,<=50K
4263,,,,36.0,HS-grad,Farming-fishing,Female,<=50K
4264,,,,49.0,Bachelors,Exec-managerial,Male,>50K
4265,,,,32.0,HS-grad,Exec-managerial,Male,>50K
4266,,,,32.0,Bachelors,Prof-specialty,Male,>50K
4267,,,,49.0,Bachelors,Craft-repair,Male,>50K
4268,,,,36.0,HS-grad,Transport-moving,Male,<=50K
4269,,,,22.0,Some-college,Other-service,Male,<=50K
4270,,,,52.0,HS-grad,Adm-clerical,Female,<=50K
4271,,,,42.0,HS-grad,Exec-managerial,Male,>50K
4273,,,,72.0,HS-grad,Other-service,Female,<=50K
4274,,,,30.0,Bachelors,Prof-specialty,Female,<=50K
4275,,,,44.0,Some-college,Handlers-cleaners,Male,<=50K
4276,,,,23.0,Bachelors,Sales,Female,<=50K
4277,,,,22.0,Some-college,Sales,Male,<=50K
4278,,,,59.0,Bachelors,Adm-clerical,Male,<=50K
4279,,,,46.0,HS-grad,Prof-specialty,Female,<=50K
4280,,,,30.0,Assoc-voc,Handlers-cleaners,Male,<=50K
4281,,,,64.0,7th-8th,Other-service,Female,<=50K
4282,,,,31.0,Some-college,Sales,Female,<=50K
4283,,,,64.0,HS-grad,Other-service,Male,<=50K
4284,,,,45.0,HS-grad,Machine-op-inspct,Female,<=50K
4285,,,,59.0,HS-grad,Machine-op-inspct,Male,>50K
4286,,,,32.0,HS-grad,Adm-clerical,Female,<=50K
4287,,,,43.0,Bachelors,Machine-op-inspct,Male,<=50K
4289,,,,23.0,Some-college,Sales,Male,<=50K
4290,,,,49.0,HS-grad,Craft-repair,Male,<=50K
4291,,,,32.0,12th,Machine-op-inspct,Male,<=50K
4292,,,,49.0,Assoc-voc,Exec-managerial,Female,<=50K
4293,,,,33.0,Some-college,Prof-specialty,Male,<=50K
4294,,,,28.0,Prof-school,Prof-specialty,Female,<=50K
4295,,,,47.0,HS-grad,Sales,Male,<=50K
4296,,,,41.0,HS-grad,Other-service,Male,<=50K
4297,,,,34.0,Masters,Exec-managerial,Male,>50K
4298,,,,25.0,HS-grad,Other-service,Female,<=50K
4300,,,,21.0,Some-college,Sales,Female,<=50K
4301,,,,25.0,HS-grad,Farming-fishing,Male,<=50K
4302,,,,46.0,9th,Other-service,Male,<=50K
4303,,,,37.0,1st-4th,Craft-repair,Male,<=50K
4304,,,,41.0,Some-college,Craft-repair,Male,>50K
4305,,,,44.0,HS-grad,Adm-clerical,Male,<=50K
4306,,,,30.0,HS-grad,Tech-support,Male,>50K
4307,,,,54.0,Some-college,Machine-op-inspct,Male,<=50K
4308,,,,35.0,HS-grad,Farming-fishing,Male,<=50K
4310,,,,21.0,Some-college,Tech-support,Female,<=50K
4311,,,,35.0,Masters,Sales,Male,>50K
4312,,,,35.0,Prof-school,Prof-specialty,Male,>50K
4313,,,,19.0,Some-college,Craft-repair,Male,<=50K
4314,,,,48.0,HS-grad,Exec-managerial,Female,<=50K
4316,,,,65.0,Some-college,Craft-repair,Female,<=50K
4317,,,,40.0,Bachelors,Adm-clerical,Male,<=50K
4318,,,,26.0,HS-grad,Adm-clerical,Female,<=50K
4319,,,,45.0,Some-college,Exec-managerial,Male,<=50K
4320,,,,26.0,Some-college,Craft-repair,Male,<=50K
4321,,,,32.0,HS-grad,Adm-clerical,Male,<=50K
4322,,,,35.0,Bachelors,Exec-managerial,Male,>50K
4323,,,,22.0,Some-college,Craft-repair,Male,<=50K
4324,,,,37.0,Assoc-voc,Prof-specialty,Female,<=50K
4325,,,,25.0,Bachelors,Craft-repair,Male,<=50K
4326,,,,64.0,1st-4th,Transport-moving,Male,<=50K
4327,,,,46.0,Assoc-voc,Exec-managerial,Male,>50K
4328,,,,30.0,HS-grad,Handlers-cleaners,Male,<=50K
4329,,,,63.0,Assoc-acdm,Exec-managerial,Male,>50K
4330,,,,51.0,HS-grad,Protective-serv,Male,>50K
4331,,,,68.0,7th-8th,Exec-managerial,Male,<=50K
4332,,,,36.0,Doctorate,Prof-specialty,Male,<=50K
4333,,,,28.0,Some-college,Exec-managerial,Male,<=50K
4334,,,,41.0,Some-college,Sales,Male,<=50K
4335,,,,47.0,Some-college,Prof-specialty,Male,<=50K
4336,,,,22.0,Some-college,Other-service,Female,<=50K
4338,,,,34.0,Prof-school,Prof-specialty,Male,>50K
4339,,,,46.0,Bachelors,Prof-specialty,Male,>50K
4340,,,,28.0,Some-college,Adm-clerical,Female,<=50K
4341,,,,36.0,HS-grad,Craft-repair,Male,>50K
4342,,,,18.0,Some-college,Sales,Female,<=50K
4343,,,,33.0,Masters,Prof-specialty,Male,>50K
4344,,,,51.0,HS-grad,Transport-moving,Male,>50K
4345,,,,56.0,HS-grad,Exec-managerial,Male,<=50K
4346,,,,54.0,HS-grad,Adm-clerical,Female,<=50K
4347,,,,29.0,HS-grad,Exec-managerial,Female,<=50K
4348,,,,40.0,Some-college,Handlers-cleaners,Female,<=50K
4349,,,,53.0,Masters,Exec-managerial,Male,>50K
4350,,,,22.0,HS-grad,Handlers-cleaners,Male,<=50K
4351,,,,33.0,HS-grad,Machine-op-inspct,Male,>50K
4352,,,,28.0,HS-grad,Transport-moving,Male,<=50K
4353,,,,63.0,Some-college,Prof-specialty,Female,<=50K
4354,,,,53.0,Doctorate,Prof-specialty,Male,>50K
4355,,,,37.0,10th,Craft-repair,Male,<=50K
4356,,,,50.0,Some-college,Exec-managerial,Male,<=50K
4357,,,,22.0,HS-grad,Craft-repair,Male,<=50K
4358,,,,40.0,Assoc-acdm,Adm-clerical,Female,<=50K
4359,,,,22.0,Bachelors,Prof-specialty,Female,>50K
4360,,,,21.0,Some-college,Prof-specialty,Male,<=50K
4361,,,,25.0,Assoc-acdm,Handlers-cleaners,Male,<=50K
4362,,,,20.0,Some-college,Craft-repair,Female,<=50K
4363,,,,43.0,HS-grad,Transport-moving,Male,<=50K
4364,,,,29.0,Assoc-voc,Exec-managerial,Female,<=50K
4365,,,,32.0,Bachelors,Sales,Male,>50K
4366,,,,42.0,Masters,Sales,Male,>50K
4367,,,,33.0,HS-grad,Machine-op-inspct,Male,<=50K
4368,,,,27.0,Some-college,Exec-managerial,Female,>50K
4370,,,,29.0,Some-college,Machine-op-inspct,Male,<=50K
4371,,,,29.0,HS-grad,Transport-moving,Male,<=50K
4372,,,,20.0,Some-college,Exec-managerial,Female,<=50K
4373,,,,35.0,10th,Adm-clerical,Male,<=50K
4374,,,,31.0,Bachelors,Prof-specialty,Male,>50K
4375,,,,33.0,HS-grad,Craft-repair,Male,<=50K
4376,,,,67.0,Some-college,Exec-managerial,Male,<=50K
4377,,,,46.0,Some-college,Prof-specialty,Male,<=50K
4378,,,,45.0,9th,Machine-op-inspct,Female,>50K
4379,,,,17.0,11th,Sales,Male,<=50K
4380,,,,35.0,Bachelors,Exec-managerial,Male,>50K
4381,,,,48.0,Bachelors,Exec-managerial,Male,>50K
4382,,,,49.0,HS-grad,Machine-op-inspct,Female,<=50K
4383,,,,20.0,Some-college,Sales,Female,<=50K
4384,,,,27.0,HS-grad,Machine-op-inspct,Male,<=50K
4385,,,,64.0,Some-college,Craft-repair,Male,<=50K
4386,,,,53.0,Some-college,Craft-repair,Male,<=50K
4387,,,,52.0,HS-grad,Adm-clerical,Female,<=50K
4388,,,,29.0,HS-grad,Craft-repair,Male,<=50K
4389,,,,32.0,HS-grad,Craft-repair,Male,>50K
4390,,,,48.0,Bachelors,Prof-specialty,Female,>50K
4391,,,,30.0,Some-college,Craft-repair,Male,<=50K
4392,,,,34.0,HS-grad,Other-service,Male,<=50K
4394,,,,39.0,HS-grad,Prof-specialty,Male,<=50K
4395,,,,28.0,11th,Handlers-cleaners,Male,<=50K
4396,,,,17.0,12th,Sales,Female,<=50K
4397,,,,54.0,Bachelors,Prof-specialty,Female,<=50K
4398,,,,24.0,Some-college,Sales,Male,<=50K
4399,,,,25.0,HS-grad,Exec-managerial,Female,<=50K
4400,,,,25.0,11th,Other-service,Female,<=50K
4401,,,,48.0,Some-college,Exec-managerial,Female,>50K
4402,,,,24.0,Bachelors,Sales,Female,<=50K
4403,,,,31.0,Some-college,Sales,Male,<=50K
4404,,,,47.0,Some-college,Craft-repair,Male,>50K
4405,,,,45.0,Bachelors,Exec-managerial,Male,>50K
4406,,,,19.0,Some-college,Adm-clerical,Female,<=50K
4407,,,,52.0,Some-college,Sales,Male,>50K
4408,,,,52.0,HS-grad,Adm-clerical,Male,<=50K
4410,,,,60.0,HS-grad,Transport-moving,Male,<=50K
4411,,,,43.0,Masters,Prof-specialty,Male,>50K
4412,,,,24.0,Assoc-acdm,Other-service,Female,<=50K
4414,,,,51.0,HS-grad,Adm-clerical,Female,<=50K
4415,,,,38.0,9th,Craft-repair,Male,<=50K
4416,,,,21.0,Some-college,Adm-clerical,Female,<=50K
4417,,,,40.0,HS-grad,Adm-clerical,Male,>50K
4418,,,,54.0,Some-college,Exec-managerial,Female,<=50K
4419,,,,35.0,Bachelors,Other-service,Male,<=50K
4420,,,,52.0,11th,Machine-op-inspct,Male,<=50K
4421,,,,53.0,HS-grad,Exec-managerial,Male,>50K
4423,,,,35.0,HS-grad,Craft-repair,Male,<=50K
4424,,,,43.0,Some-college,Sales,Female,<=50K
4425,,,,29.0,Bachelors,Craft-repair,Male,<=50K
4426,,,,29.0,HS-grad,Transport-moving,Male,<=50K
4427,,,,27.0,HS-grad,Other-service,Female,<=50K
4428,,,,58.0,Bachelors,Adm-clerical,Male,<=50K
4429,,,,64.0,HS-grad,Handlers-cleaners,Male,<=50K
4430,,,,53.0,HS-grad,Adm-clerical,Female,<=50K
4431,,,,21.0,HS-grad,Adm-clerical,Female,<=50K
4432,,,,40.0,Assoc-acdm,Exec-managerial,Male,<=50K
4433,,,,52.0,Doctorate,Prof-specialty,Male,>50K
4434,,,,38.0,Assoc-voc,Tech-support,Male,<=50K
4436,,,,39.0,HS-grad,Exec-managerial,Male,<=50K
4438,,,,68.0,Doctorate,Prof-specialty,Male,>50K
4439,,,,24.0,HS-grad,Sales,Male,<=50K
4440,,,,40.0,Prof-school,Prof-specialty,Male,>50K
4441,,,,43.0,Prof-school,Prof-specialty,Male,>50K
4442,,,,38.0,Bachelors,Exec-managerial,Female,<=50K
4443,,,,45.0,HS-grad,Sales,Male,>50K
4444,,,,18.0,11th,Machine-op-inspct,Male,<=50K
4445,,,,57.0,Masters,Exec-managerial,Male,>50K
4446,,,,49.0,HS-grad,Other-service,Female,<=50K
4447,,,,25.0,Some-college,Exec-managerial,Female,<=50K
4448,,,,52.0,Some-college,Adm-clerical,Male,<=50K
4449,,,,56.0,10th,Craft-repair,Male,<=50K
4450,,,,26.0,Some-college,Sales,Male,<=50K
4451,,,,19.0,HS-grad,Craft-repair,Female,<=50K
4452,,,,25.0,Bachelors,Adm-clerical,Female,<=50K
4453,,,,25.0,HS-grad,Adm-clerical,Female,<=50K
4454,,,,21.0,HS-grad,Sales,Male,<=50K
4455,,,,48.0,7th-8th,Craft-repair,Male,<=50K
4456,,,,33.0,Masters,Prof-specialty,Male,<=50K
4457,,,,31.0,HS-grad,Protective-serv,Male,<=50K
4458,,,,26.0,HS-grad,Farming-fishing,Male,<=50K
4459,,,,37.0,Bachelors,Prof-specialty,Male,<=50K
4461,,,,20.0,Some-college,Other-service,Male,<=50K
4462,,,,28.0,Some-college,Sales,Male,<=50K
4463,,,,49.0,HS-grad,Adm-clerical,Female,<=50K
4465,,,,49.0,Masters,Exec-managerial,Male,>50K
4466,,,,51.0,Some-college,Prof-specialty,Female,>50K
4467,,,,40.0,Some-college,Sales,Male,<=50K
4468,,,,24.0,Assoc-voc,Machine-op-inspct,Female,<=50K
4469,,,,18.0,12th,Sales,Male,<=50K
4470,,,,41.0,10th,Transport-moving,Male,>50K
4471,,,,46.0,HS-grad,Adm-clerical,Male,>50K
